Date,Day Name,Month,Year,Subways _Total _Ridership,Subways_%Prepandemic,Buses_Total_Ridership,Buses_%Prepandemic,AAR_Total_Ridership,AAR_%Prepandemic,Bridges&Tunnels_Total_Ridership,Bridges&Tunnels_%Prepandemic,LIRR_Total_Ridership,LIRR_%Prepandemic,MNR_Total_ Ridership,MNR_%Prepandemic,SIR_Total_ _Ridership,SIR_ %Prepandemic
5/12/2024,Sunday,5,2024,1858872,78,559614,58,24531,144,930720,109,114118,117,98717,95,1755,50
5/13/2024,Monday,5,2024,3703066,65,1264180,56,31980,109,953646,99,244216,76,209794,73,7137,41
5/14/2024,Tuesday,5,2024,4116655,72,1343633,59,35800,122,964136,100,260745,82,226656,79,7698,44
5/15/2024,Wednesday,5,2024,4114615,72,1288427,57,36951,126,942648,98,248434,78,219840,77,7856,45
5/16/2024,Thursday,5,2024,4105026,72,1306481,57,35940,122,985179,102,243988,76,215601,75,7590,44
5/17/2024,Friday,5,2024,3816914,67,1270674,56,34945,119,1023765,106,241980,76,215838,75,6569,38
5/18/2024,Saturday,5,2024,2691368,84,792454,57,21562,125,969098,101,131709,111,130279,86,2855,59
5/19/2024,Sunday,5,2024,2121485,89,657256,68,22305,131,939438,110,112130,115,106408,102,2228,63
5/20/2024,Monday,5,2024,3682061,64,1291703,57,32417,110,956799,99,236846,74,216450,76,7160,41
5/21/2024,Tuesday,5,2024,4029557,70,1349876,59,35819,122,962058,100,252506,79,234587,82,7775,45
5/22/2024,Wednesday,5,2024,4104021,72,1357841,60,36940,126,975096,101,258544,81,233098,81,8086,46
5/23/2024,Thursday,5,2024,3863099,68,1275297,56,34785,118,1011195,105,250848,79,215083,75,7442,43
5/24/2024,Friday,5,2024,3583244,63,1243655,55,33663,114,1034556,107,250907,79,209130,73,6663,38
5/25/2024,Saturday,5,2024,2347159,73,805680,58,20733,120,924855,97,135961,115,120036,80,3031,62
5/26/2024,Sunday,5,2024,2019012,84,652393,68,22762,134,905197,106,120709,124,101017,97,2710,77
5/27/2024,Monday,5,2024,1667890,70,594031,62,12673,75,742353,87,99975,103,81042,78,2123,60
5/28/2024,Tuesday,5,2024,3825781,67,1300611,57,34485,117,967869,101,257078,80,227311,79,7609,44
5/29/2024,Wednesday,5,2024,4006764,70,1309889,58,36435,124,943930,98,254749,80,227379,79,8090,46
5/30/2024,Thursday,5,2024,3979959,70,1301028,57,35372,120,997110,104,253843,79,219887,77,7550,43
5/31/2024,Friday,5,2024,3688627,65,1257526,55,35020,119,1020563,106,245017,77,211027,74,6644,38
6/1/2024,Saturday,6,2024,2446153,76,848601,61,22726,131,999068,102,128555,105,110948,70,2980,59
6/2/2024,Sunday,6,2024,1978037,76,651637,60,22640,125,940743,102,114504,116,92567,85,2339,60
6/3/2024,Monday,6,2024,3611491,64,1294956,60,33679,115,946610,96,225413,68,197640,67,7168,44
6/4/2024,Tuesday,6,2024,3979793,71,1327963,62,36865,126,957990,97,255090,77,233237,79,7800,48
6/5/2024,Wednesday,6,2024,4051943,72,1338427,62,37800,129,985722,100,264512,80,230173,78,7942,49
6/6/2024,Thursday,6,2024,3774324,67,1207899,56,35234,120,978812,100,245631,74,219447,74,7059,44
6/7/2024,Friday,6,2024,3752412,67,1254339,58,35464,121,1035803,105,252098,76,214062,72,6393,39
6/8/2024,Saturday,6,2024,2673220,83,842779,60,23371,135,998451,102,159020,129,135138,85,3150,62
6/9/2024,Sunday,6,2024,2134551,82,680981,63,22435,124,962131,104,132945,135,107497,99,2492,64
6/10/2024,Monday,6,2024,3702212,66,1355986,63,32970,113,959576,98,240121,72,211542,72,7701,47
6/11/2024,Tuesday,6,2024,3995425,71,1390440,65,36206,124,951147,97,259101,78,230796,78,8500,52
6/12/2024,Wednesday,6,2024,3977760,71,1355294,63,36693,125,928453,94,256255,77,224305,76,8138,50
6/13/2024,Thursday,6,2024,3936941,70,1310210,61,35363,121,964740,98,254575,77,221855,75,7675,47
6/14/2024,Friday,6,2024,3517062,63,1212740,56,34757,119,1011986,103,247019,74,204586,69,5973,37
6/15/2024,Saturday,6,2024,2431810,75,851502,61,23580,136,1022686,104,142102,116,122409,77,3104,61
6/16/2024,Sunday,6,2024,1897201,72,653946,60,24200,134,997278,108,130133,132,109303,100,2245,58
6/17/2024,Monday,6,2024,3325104,59,1172762,55,31993,109,956532,97,242993,73,215241,73,6466,40
6/18/2024,Tuesday,6,2024,3920839,70,1314338,61,36105,123,988738,101,260538,78,242116,82,7713,48
6/19/2024,Wednesday,6,2024,3046320,54,1068172,50,26431,90,969020,99,232540,70,206582,70,4527,28
6/20/2024,Thursday,6,2024,3857797,69,1275626,59,36445,124,1020534,104,255683,77,227113,77,7217,45
6/21/2024,Friday,6,2024,3500365,62,1191812,55,34695,118,1022507,104,244215,73,211543,72,6166,38
6/22/2024,Saturday,6,2024,2385207,74,793674,57,21970,127,977336,99,133102,108,119962,76,2743,54
6/23/2024,Sunday,6,2024,1908786,73,648887,60,21789,120,953693,103,118067,120,103892,95,2061,53
6/24/2024,Monday,6,2024,3467845,62,1227231,57,33300,114,975173,99,246269,74,213904,72,6820,42
6/25/2024,Tuesday,6,2024,3831447,68,1269567,59,36669,125,1002164,102,271783,82,232410,79,7685,47
6/26/2024,Wednesday,6,2024,3901100,70,1267408,59,36344,124,1020784,104,264126,79,226518,77,7314,45
6/27/2024,Thursday,6,2024,3776811,67,1214263,56,35155,120,1032517,105,255215,77,227648,77,7170,44
6/28/2024,Friday,6,2024,3522732,63,1141168,53,34111,116,1037403,106,255739,77,211914,72,6305,39
6/29/2024,Saturday,6,2024,2454997,76,780229,56,21904,126,977287,99,138769,113,119738,75,2948,58
6/30/2024,Sunday,6,2024,2002269,76,583751,54,20851,115,885430,96,126526,128,108244,99,2268,58
7/1/2024,Monday,7,2024,3273546,62,1156904,56,32979,116,954908,99,216906,68,185943,66,6947,50
7/2/2024,Tuesday,7,2024,3542073,67,1216755,59,35200,124,951968,99,234535,74,207844,73,7431,54
7/3/2024,Wednesday,7,2024,3409357,65,1198766,58,36949,130,1003052,104,237577,75,205176,72,6758,49
7/4/2024,Thursday,7,2024,1992244,85,643119,59,17646,107,752680,85,117030,112,101274,95,2939,82
7/5/2024,Friday,7,2024,2700734,51,1001854,48,28776,102,854313,89,207314,65,183222,65,4563,33
7/6/2024,Saturday,7,2024,2100877,74,758425,56,19730,124,857713,93,119417,94,110386,71,2688,53
7/7/2024,Sunday,7,2024,1804572,77,642652,59,22640,137,909616,103,120316,115,105041,99,2167,61
7/8/2024,Monday,7,2024,3228784,61,1176713,57,33105,117,945690,98,226613,72,199454,70,6499,47
7/9/2024,Tuesday,7,2024,3605032,68,1236657,60,35500,125,927603,96,249970,79,219843,78,7176,52
7/10/2024,Wednesday,7,2024,3691835,70,1252733,60,37417,132,957143,100,249781,79,210993,75,7393,54
7/11/2024,Thursday,7,2024,3688029,70,1233678,60,35691,126,993245,103,246250,78,209174,74,6914,50
7/12/2024,Friday,7,2024,3261074,62,1120310,54,34090,120,979245,102,231084,73,191828,68,5586,41
7/13/2024,Saturday,7,2024,2203283,78,743154,55,20949,132,912958,99,123988,97,107166,69,2700,53
7/14/2024,Sunday,7,2024,1869670,80,633752,58,22682,137,947148,107,119283,114,97038,91,2160,60
7/15/2024,Monday,7,2024,3259800,62,1160722,56,32763,116,950682,99,233209,74,202008,71,6398,46
7/16/2024,Tuesday,7,2024,3594150,68,1209152,58,35468,125,943841,98,249559,79,220620,78,6828,50
7/17/2024,Wednesday,7,2024,3651756,69,1210515,58,36547,129,956017,99,248424,78,214137,76,6845,50
7/18/2024,Thursday,7,2024,3637826,69,1218605,59,36119,127,1005727,105,241785,76,211370,75,7085,51
7/19/2024,Friday,7,2024,3372874,64,1207102,58,34718,122,1018050,106,243438,77,206922,73,6480,47
7/20/2024,Saturday,7,2024,2269647,80,803868,60,19961,126,980583,106,131910,103,125050,81,2688,53
7/21/2024,Sunday,7,2024,1877704,80,659004,60,21664,131,962715,109,126169,120,111438,105,2080,58
7/22/2024,Monday,7,2024,3235343,61,1168226,56,32431,114,937858,98,231813,73,215087,76,6510,47
7/23/2024,Tuesday,7,2024,3606656,68,1211237,58,35110,124,928295,97,247915,78,229841,81,7177,52
7/24/2024,Wednesday,7,2024,3656472,69,1220410,59,36652,129,947798,99,249158,79,224862,79,7260,53
7/25/2024,Thursday,7,2024,3638351,69,1220056,59,35373,125,990676,103,255367,81,214281,76,6850,50
7/26/2024,Friday,7,2024,3288849,62,1154709,56,34431,121,1012046,105,247475,78,201321,71,5946,43
7/27/2024,Saturday,7,2024,2306948,82,809660,60,22582,142,982745,106,138344,108,125101,81,2991,59
7/28/2024,Sunday,7,2024,1851383,79,645704,59,22027,133,943306,107,121226,116,99516,94,2214,62
7/29/2024,Monday,7,2024,3202281,61,1147023,55,32067,113,928486,97,233537,74,200999,71,6240,45
7/30/2024,Tuesday,7,2024,3590241,68,1228387,59,34911,123,937334,98,251398,79,220120,78,7217,52
7/31/2024,Wednesday,7,2024,3576343,68,1213507,59,35765,126,958860,100,248316,78,213562,75,7018,51
8/1/2024,Thursday,8,2024,3544663,69,1208275,60,35878,128,1008364,104,229131,73,194439,71,6902,52
8/2/2024,Friday,8,2024,3153955,61,1111340,55,34487,123,987721,102,215453,69,181008,66,5784,43
8/3/2024,Saturday,8,2024,2200373,75,741482,54,22133,133,938339,98,123922,93,109769,72,2852,61
8/4/2024,Sunday,8,2024,1752861,74,588249,53,22186,123,885224,96,108959,105,92383,89,2099,58
8/5/2024,Monday,8,2024,3222601,63,1154644,57,33112,119,955722,98,234345,75,192078,70,6375,48
8/6/2024,Tuesday,8,2024,3462581,67,1130325,56,35331,126,898384,92,234650,75,207212,76,6974,52
8/7/2024,Wednesday,8,2024,3511253,68,1117450,55,36667,131,920296,95,239223,76,202867,74,6593,49
8/8/2024,Thursday,8,2024,3490217,68,1108956,55,35509,127,940729,97,230083,74,196259,72,6466,48
8/9/2024,Friday,8,2024,3041276,59,1039488,52,32193,115,907512,93,215973,69,170622,63,5202,39
8/10/2024,Saturday,8,2024,2356405,80,777613,57,22199,133,949079,99,133623,100,119101,79,3156,67
8/11/2024,Sunday,8,2024,1918748,81,614435,56,22996,128,925152,101,121004,116,103975,100,2552,71
8/12/2024,Monday,8,2024,3169180,62,1106072,55,33127,119,925367,95,231099,74,191415,70,6337,47
8/13/2024,Tuesday,8,2024,3491612,68,1158412,57,35503,127,907386,93,242459,78,205674,75,7002,52
8/14/2024,Wednesday,8,2024,3544668,69,1182980,59,37606,135,961969,99,242186,77,202330,74,7028,53
8/15/2024,Thursday,8,2024,3495671,68,1182864,59,36343,130,961969,99,241573,77,196106,72,6528,49
8/16/2024,Friday,8,2024,3198733,62,1123673,56,34676,124,1004704,103,235035,75,185953,68,5596,42
8/17/2024,Saturday,8,2024,2256233,77,767022,56,22797,137,954849,100,135948,102,112928,74,2880,61
8/18/2024,Sunday,8,2024,1713050,72,578595,52,20897,116,853807,93,106004,102,82177,79,1953,54
8/19/2024,Monday,8,2024,3076559,60,1090594,54,31668,113,931369,96,224656,72,183503,67,5870,44
8/20/2024,Tuesday,8,2024,3475888,68,1164259,58,34985,125,952393,98,250304,80,211051,77,6877,51
8/21/2024,Wednesday,8,2024,3498651,68,1159036,57,36401,130,958433,99,247076,79,204853,75,6910,52
8/22/2024,Thursday,8,2024,3427911,67,1140225,56,34997,125,985469,101,245912,79,199777,73,6458,48
8/23/2024,Friday,8,2024,3209666,62,1095768,54,33653,120,999865,103,235738,75,196218,72,5827,44
8/24/2024,Saturday,8,2024,2332624,79,776019,56,22523,135,975307,102,146684,110,119252,79,3025,64
8/25/2024,Sunday,8,2024,1905818,80,629302,57,22347,124,946696,103,130885,126,101267,97,2309,64
8/26/2024,Monday,8,2024,3113498,61,1104199,55,31233,112,935864,96,244138,78,186630,68,5896,44
8/27/2024,Tuesday,8,2024,3477101,68,1177841,58,34997,125,949649,98,261771,84,201834,74,6713,50
8/28/2024,Wednesday,8,2024,3516674,68,1203770,60,36079,129,972274,100,257194,82,195873,72,6656,50
8/29/2024,Thursday,8,2024,3438760,67,1203629,60,35044,125,992852,102,261935,84,192714,71,6446,48
8/30/2024,Friday,8,2024,3152242,61,1132406,56,33968,122,1004458,103,255954,82,195334,72,5287,40
8/31/2024,Saturday,8,2024,2158004,73,771634,56,21518,129,923923,96,149890,112,119313,79,2471,52
9/1/2024,Sunday,9,2024,1969350,77,658803,60,22880,133,896413,101,120499,121,95622,91,2149,73
9/2/2024,Monday,9,2024,2007446,79,629636,57,14939,87,854109,97,134118,135,95598,91,2571,88
9/3/2024,Tuesday,9,2024,3629404,63,1323572,57,35977,121,959389,101,263763,81,220831,77,7337,43
9/4/2024,Wednesday,9,2024,3868854,67,1372412,59,38623,130,935127,98,271660,83,225508,78,7588,44
9/5/2024,Thursday,9,2024,4033322,70,1434726,62,37475,126,966058,101,262639,80,220098,76,7475,44
9/6/2024,Friday,9,2024,3794952,66,1397369,60,36478,123,999365,105,258126,79,202757,70,6606,39
9/7/2024,Saturday,9,2024,2479639,77,841695,60,21477,125,912521,96,137291,116,105974,69,2874,69
9/8/2024,Sunday,9,2024,2101048,83,724969,66,23760,138,914241,103,120584,122,98767,94,2280,78
9/9/2024,Monday,9,2024,3811344,66,1458059,63,35327,119,930561,98,247296,76,214384,74,7724,45
9/10/2024,Tuesday,9,2024,4182405,72,1510358,65,38230,129,951227,100,263027,80,233290,81,8495,50
9/11/2024,Wednesday,9,2024,4214707,73,1489570,64,39031,131,921770,97,263710,81,228252,79,9107,53
9/12/2024,Thursday,9,2024,4232214,73,1515496,65,38778,131,984868,103,263539,80,228985,79,8174,48
9/13/2024,Friday,9,2024,3911412,68,1442741,62,37297,126,1016290,107,254945,78,219747,76,6989,41
9/14/2024,Saturday,9,2024,2706474,84,913017,65,24473,143,1002908,105,145099,123,136864,90,3402,82
9/15/2024,Sunday,9,2024,2161737,85,705080,64,24154,141,946517,107,128174,129,118303,113,2605,89
9/16/2024,Monday,9,2024,3821428,66,1473843,63,35319,119,934600,98,254618,78,215601,75,7734,45
9/17/2024,Tuesday,9,2024,4189311,73,1536675,66,38667,130,945571,99,268678,82,232809,81,8503,50
9/18/2024,Wednesday,9,2024,4232888,73,1539412,66,39300,132,963160,101,281624,86,229697,80,8603,50
9/19/2024,Thursday,9,2024,4255184,74,1547727,67,38515,130,997635,105,272725,83,226944,79,8367,49
9/20/2024,Friday,9,2024,3933048,68,1471585,63,36687,124,1019966,107,270065,82,215673,75,7029,41
9/21/2024,Saturday,9,2024,2744632,85,950423,68,23611,138,980137,103,160150,135,133469,87,3736,90
9/22/2024,Sunday,9,2024,2131910,84,737715,67,23164,135,936446,106,131192,132,102752,98,2560,88
9/23/2024,Monday,9,2024,3898806,68,1457916,63,34543,116,922758,97,250701,77,218237,76,7994,47
9/24/2024,Tuesday,9,2024,4323708,75,1500066,65,37488,126,927777,97,270524,83,240779,83,8938,52
9/25/2024,Wednesday,9,2024,4335945,75,1487149,64,37829,127,935215,98,267471,82,236202,82,8904,52
9/26/2024,Thursday,9,2024,4295723,74,1467648,63,37117,125,963068,101,264141,81,228971,79,8216,48
9/27/2024,Friday,9,2024,3945383,68,1438524,62,35968,121,1010505,106,258258,79,221034,77,6992,41
9/28/2024,Saturday,9,2024,2557982,79,863284,62,22142,129,922085,97,134408,114,132177,87,2928,71
9/29/2024,Sunday,9,2024,1959363,77,664367,60,22340,130,869345,98,117572,118,102805,98,2782,95
9/30/2024,Monday,9,2024,3849138,67,1486507,64,34701,117,924795,97,256547,78,217897,76,7845,46
10/1/2024,Tuesday,10,2024,4186632,73,1532778,68,38299,129,922245,99,247737,79,218836,75,8510,48
10/2/2024,Wednesday,10,2024,4073590,71,1488562,66,38330,129,941325,101,258854,82,227124,78,8307,47
10/3/2024,Thursday,10,2024,3630794,63,1305743,58,35952,121,926733,100,246586,78,217197,75,7124,40
10/4/2024,Friday,10,2024,3507603,61,1285210,57,35371,119,947077,102,251723,80,215328,74,6225,35
10/5/2024,Saturday,10,2024,2716913,82,939839,68,23775,134,966857,102,142657,126,148928,98,3990,87
10/6/2024,Sunday,10,2024,2069930,84,726969,73,23677,129,912831,108,111257,122,105906,101,2487,66
10/7/2024,Monday,10,2024,3851201,67,1463064,65,35754,120,917137,99,250063,80,220335,76,7584,42
10/8/2024,Tuesday,10,2024,4264001,74,1543660,68,39100,131,945208,102,275934,88,235974,81,8966,50
10/9/2024,Wednesday,10,2024,4320134,75,1545314,69,39877,134,957877,103,275026,88,234694,81,8650,48
10/10/2024,Thursday,10,2024,4335088,75,1525349,68,38911,131,990350,107,272428,87,233710,80,8246,46
10/11/2024,Friday,10,2024,3870913,67,1420173,63,37027,124,1021735,110,257460,82,224122,77,6857,38
10/12/2024,Saturday,10,2024,2591860,78,933363,67,23525,133,957916,101,149093,131,144234,95,3387,74
10/13/2024,Sunday,10,2024,2155862,88,738343,74,23354,127,911708,108,127619,140,120235,114,3552,94
10/14/2024,Monday,10,2024,3067003,53,1056383,47,26827,90,911104,98,240501,77,225263,77,5100,29
10/15/2024,Tuesday,10,2024,4290838,75,1476129,65,38788,130,955621,103,270652,86,249266,86,8275,46
10/16/2024,Wednesday,10,2024,4363556,76,1487569,66,39579,133,950912,102,279608,89,236091,81,8699,49
10/17/2024,Thursday,10,2024,4326836,75,1486892,66,37093,125,942095,102,277906,88,237000,81,8547,48
10/18/2024,Friday,10,2024,4034399,70,1431124,63,36732,123,993477,107,272133,87,229999,79,7174,40
10/19/2024,Saturday,10,2024,2823485,85,927916,67,24053,136,981152,104,156212,138,147214,97,3629,80
10/20/2024,Sunday,10,2024,2211314,90,729797,73,24069,131,939223,111,127452,140,122789,117,2631,70
10/21/2024,Monday,10,2024,3876312,67,1466673,65,35133,118,937487,101,247857,79,219983,76,7948,45
10/22/2024,Tuesday,10,2024,4264735,74,1529875,68,38656,130,932275,100,268294,85,237771,82,8606,48
10/23/2024,Wednesday,10,2024,4298092,75,1534969,68,39211,132,930104,100,257031,82,233881,80,8580,48
10/24/2024,Thursday,10,2024,4319281,75,1497135,66,36754,123,931734,100,260193,83,232459,80,8605,48
10/25/2024,Friday,10,2024,4066538,71,1512545,67,36635,123,983885,106,262815,84,223941,77,7539,42
10/26/2024,Saturday,10,2024,2837832,85,955488,69,24066,136,988039,104,143111,126,148103,97,3411,75
10/27/2024,Sunday,10,2024,2215973,90,737246,74,23888,130,918610,109,120849,133,115917,110,2568,68
10/28/2024,Monday,10,2024,3985381,69,1460653,65,35666,120,926409,100,253923,81,229873,79,7829,44
10/29/2024,Tuesday,10,2024,4391065,76,1528993,68,38621,130,939734,101,272526,87,249585,86,8867,50
10/30/2024,Wednesday,10,2024,4450028,77,1553250,69,40468,136,970092,105,267007,85,246035,85,8843,50
10/31/2024,Thursday,10,2024,4027166,70,1297891,58,37639,126,952775,103,257756,82,221856,76,7419,42
